hashing_abierto_usernames;hashing_abierto_search_random;1000;0
hashing_cerrado_usernames;linear_search_random;1000;73999500
hashing_cerrado_usernames;quadratic_search_random;1000;71998900
hashing_cerrado_usernames;double_search_random;1000;139997100
hashing_cerrado_usernames;unorderedmap_search_random;1000;0
hashing_abierto_usernames;hashing_abierto_search_random;2500;999700
hashing_cerrado_usernames;linear_search_random;2500;459128300
hashing_cerrado_usernames;quadratic_search_random;2500;458993700
hashing_cerrado_usernames;double_search_random;2500;866160800
hashing_cerrado_usernames;unorderedmap_search_random;2500;0
hashing_abierto_usernames;hashing_abierto_search_random;5000;1004300
hashing_cerrado_usernames;linear_search_random;5000;1825568400
hashing_cerrado_usernames;quadratic_search_random;5000;1864237100
hashing_cerrado_usernames;double_search_random;5000;3440241900
hashing_cerrado_usernames;unorderedmap_search_random;5000;0
hashing_abierto_usernames;hashing_abierto_search_random;7500;998600
hashing_cerrado_usernames;linear_search_random;7500;4061515000
hashing_cerrado_usernames;quadratic_search_random;7500;4232433800
hashing_cerrado_usernames;double_search_random;7500;7875402900
hashing_cerrado_usernames;unorderedmap_search_random;7500;1001000
hashing_abierto_usernames;hashing_abierto_search_random;10000;2001700
hashing_cerrado_usernames;linear_search_random;10000;7311964500
hashing_cerrado_usernames;quadratic_search_random;10000;7442746800
hashing_cerrado_usernames;double_search_random;10000;13793055200
hashing_cerrado_usernames;unorderedmap_search_random;10000;1000300
hashing_abierto_usernames;hashing_abierto_search_random;12500;2000300
hashing_cerrado_usernames;linear_search_random;12500;11292116800
hashing_cerrado_usernames;quadratic_search_random;12500;11611141200
hashing_cerrado_usernames;double_search_random;12500;21559457300
hashing_cerrado_usernames;unorderedmap_search_random;12500;2001200
hashing_abierto_usernames;hashing_abierto_search_random;15000;3000700
hashing_cerrado_usernames;linear_search_random;15000;16535635400
hashing_cerrado_usernames;quadratic_search_random;15000;16916031200
hashing_cerrado_usernames;double_search_random;15000;31373292800
hashing_cerrado_usernames;unorderedmap_search_random;15000;1000100
hashing_abierto_usernames;hashing_abierto_search_random;17500;2999700
hashing_cerrado_usernames;linear_search_random;17500;22202551400
hashing_cerrado_usernames;quadratic_search_random;17500;23285586100
hashing_cerrado_usernames;double_search_random;17500;42909740200
hashing_cerrado_usernames;unorderedmap_search_random;17500;1997800
hashing_abierto_usernames;hashing_abierto_search_random;20000;4997200
hashing_cerrado_usernames;linear_search_random;20000;29357795400
hashing_cerrado_usernames;quadratic_search_random;20000;31350363800
hashing_cerrado_usernames;double_search_random;20000;55491544600
hashing_cerrado_usernames;unorderedmap_search_random;20000;1999800
hashing_abierto_usernames;hashing_abierto_search_random;21070;4998800
hashing_cerrado_usernames;linear_search_random;21070;32566258400
hashing_cerrado_usernames;quadratic_search_random;21070;34085835100
hashing_cerrado_usernames;double_search_random;21070;61583518200
hashing_cerrado_usernames;unorderedmap_search_random;21070;2001300
hashing_abierto_usernames;hashing_abierto_search_random;1000;0
hashing_cerrado_usernames;linear_search_random;1000;74957000
hashing_cerrado_usernames;quadratic_search_random;1000;72998900
hashing_cerrado_usernames;double_search_random;1000;138999200
hashing_cerrado_usernames;unorderedmap_search_random;1000;0
hashing_abierto_usernames;hashing_abierto_search_random;2500;0
hashing_cerrado_usernames;linear_search_random;2500;456995400
hashing_cerrado_usernames;quadratic_search_random;2500;455839800
hashing_cerrado_usernames;double_search_random;2500;874996900
hashing_cerrado_usernames;unorderedmap_search_random;2500;0
hashing_abierto_usernames;hashing_abierto_search_random;5000;1000900
hashing_cerrado_usernames;linear_search_random;5000;1832495900
hashing_cerrado_usernames;quadratic_search_random;5000;1830303300
hashing_cerrado_usernames;double_search_random;5000;3473126000
hashing_cerrado_usernames;unorderedmap_search_random;5000;0
hashing_abierto_usernames;hashing_abierto_search_random;7500;2002900
hashing_cerrado_usernames;linear_search_random;7500;4131831000
hashing_cerrado_usernames;quadratic_search_random;7500;4096347500
hashing_cerrado_usernames;double_search_random;7500;7705153400
hashing_cerrado_usernames;unorderedmap_search_random;7500;0
hashing_abierto_usernames;hashing_abierto_search_random;10000;2001500
hashing_cerrado_usernames;linear_search_random;10000;7248035700
hashing_cerrado_usernames;quadratic_search_random;10000;7421482600
